status,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,price
for_sale,3.0,2.4875072723686458,48.8,Readsboro,Vermont,5350.0,2178.735693653475,,109900.0
for_sale,3.0,2.4875072723686458,48.8,Readsboro,Vermont,5350.0,2178.735693653475,,109900.0
for_sale,3.0,2.4875072723686458,10.0,Whitingham,Vermont,5361.0,2178.735693653475,,39900.0
for_sale,3.0,1.0,3.4,Guilford,Vermont,5301.0,1335.0,,200000.0
for_sale,6.0,3.0,2.56,Vernon,Vermont,5354.0,3108.0,2010-10-26,515000.0
for_sale,3.0,1.0,3.4,Guilford,Vermont,5301.0,1335.0,,200000.0
for_sale,6.0,3.0,2.56,Vernon,Vermont,5354.0,3108.0,2010-10-26,515000.0
for_sale,3.0,1.0,32.156833929788604,Vernon,Vermont,5354.0,1218.0,,120000.0
for_sale,3.0,2.4875072723686458,3.33,Whitingham,Vermont,5361.0,2178.735693653475,,69900.0
for_sale,3.0,2.4875072723686458,48.8,Readsboro,Vermont,5350.0,2178.735693653475,,109900.0
for_sale,3.0,2.4875072723686458,6.63,Stamford,Vermont,5352.0,2178.735693653475,,69900.0
for_sale,3.0,2.4875072723686458,10.97,Whitingham,Vermont,5361.0,2178.735693653475,,68500.0
for_sale,5.0,4.0,4.0,Whitingham,Vermont,5361.0,3300.0,,475000.0
for_sale,3.0,2.4875072723686458,10.0,Whitingham,Vermont,5361.0,2178.735693653475,,39900.0
for_sale,6.0,3.0,0.81,Pownal,Vermont,5261.0,2584.0,,299900.0
for_sale,3.0,2.0,1.75,Stamford,Vermont,5352.0,2282.0,,259800.0
for_sale,7.0,2.0,0.2,Readsboro,Vermont,5350.0,2912.0,2020-07-02,152500.0
for_sale,3.0,2.0,0.2,Readsboro,Vermont,5350.0,2912.0,,152500.0
for_sale,5.0,5.0,48.0,Stamford,Vermont,5352.0,5767.0,2006-04-14,1075000.0
for_sale,3.0,2.4875072723686458,1.0,Whitingham,Vermont,5361.0,2178.735693653475,,35000.0
for_sale,2.0,2.0,8.7,Readsboro,Vermont,5350.0,1252.0,2019-06-24,239000.0
for_sale,3.0,2.4875072723686458,10.0,Stamford,Vermont,5352.0,2178.735693653475,,49900.0
for_sale,3.0,2.4875072723686458,3.4,Vernon,Vermont,5354.0,2178.735693653475,,57000.0
for_sale,4.0,3.0,1.73,Vernon,Vermont,5354.0,2964.0,,419000.0
for_sale,3.0,1.0,32.156833929788604,Vernon,Vermont,5354.0,1218.0,,120000.0
for_sale,2.0,1.0,1.0,Guilford,Vermont,5301.0,1116.0,2008-05-30,249000.0
for_sale,3.0,2.4875072723686458,3.4,Vernon,Vermont,5354.0,2178.735693653475,,57000.0
for_sale,3.0,3.0,134.4,Halifax,Vermont,5358.0,2600.0,2012-01-25,1450000.0
for_sale,4.0,3.0,1.73,Vernon,Vermont,5354.0,2964.0,,419000.0
for_sale,3.0,2.4875072723686458,3.4,Vernon,Vermont,5354.0,2178.735693653475,,57000.0
for_sale,3.0,2.4875072723686458,1.1,Readsboro,Vermont,5350.0,2178.735693653475,,10000.0
for_sale,3.0,2.4875072723686458,5.2,Woodford,Vermont,5201.0,2178.735693653475,,45000.0
for_sale,3.0,2.4875072723686458,22.3,Searsburg,Vermont,5363.0,2178.735693653475,,117000.0
for_sale,3.0,2.4875072723686458,0.29,Bennington,Vermont,5201.0,2178.735693653475,,59000.0
for_sale,3.0,2.4875072723686458,6.63,Stamford,Vermont,5352.0,2178.735693653475,,69900.0
for_sale,3.0,2.4875072723686458,3.3,Stamford,Vermont,5352.0,2178.735693653475,,22000.0
for_sale,3.0,2.4875072723686458,3.1,Stamford,Vermont,5352.0,2178.735693653475,,24900.0
for_sale,3.0,2.4875072723686458,50.0,Readsboro,Vermont,5350.0,2178.735693653475,,170000.0
for_sale,3.0,2.4875072723686458,1.7,Readsboro,Vermont,5350.0,2178.735693653475,,14900.0
for_sale,3.0,2.4875072723686458,1.0,Stamford,Vermont,5352.0,2178.735693653475,,10500.0
for_sale,9.0,9.0,0.74,Bennington,Vermont,5201.0,4995.0,,529000.0
for_sale,3.0,2.4875072723686458,10.0,Whitingham,Vermont,5361.0,2178.735693653475,,39900.0
for_sale,3.0,2.4875072723686458,1.2,Stamford,Vermont,5350.0,2178.735693653475,,12500.0
for_sale,3.0,2.4875072723686458,1.1,Readsboro,Vermont,5350.0,2178.735693653475,,12500.0
for_sale,3.0,2.4875072723686458,1.0,Readsboro,Vermont,5350.0,2178.735693653475,,12500.0
for_sale,7.0,2.0,0.2,Readsboro,Vermont,5350.0,2912.0,2020-07-02,152500.0
for_sale,3.0,2.0,0.2,Readsboro,Vermont,5350.0,2912.0,,152500.0
for_sale,3.0,2.4875072723686458,3.5,Bennington,Vermont,5201.0,2178.735693653475,2006-08-15,99000.0
for_sale,3.0,2.0,1.75,Stamford,Vermont,5352.0,2282.0,,259800.0
for_sale,3.0,2.4875072723686458,7.04,Bennington,Vermont,5201.0,2178.735693653475,,49900.0
for_sale,3.0,2.4875072723686458,2.4,Stamford,Vermont,5352.0,2178.735693653475,,18900.0
for_sale,5.0,5.0,48.0,Stamford,Vermont,5352.0,5767.0,2006-04-14,1075000.0
for_sale,2.0,1.0,1.0,Readsboro,Vermont,5350.0,784.0,2019-12-13,149000.0
for_sale,3.0,2.4875072723686458,1.0,Readsboro,Vermont,5350.0,2178.735693653475,,10000.0
for_sale,3.0,1.0,0.27,Bennington,Vermont,5201.0,1475.0,2001-02-08,135000.0
for_sale,3.0,2.0,2.34,Pownal,Vermont,5261.0,1792.0,,439900.0
for_sale,3.0,2.4875072723686458,9.03,Bennington,Vermont,5201.0,2178.735693653475,,59000.0
for_sale,3.0,2.4875072723686458,1.0,Readsboro,Vermont,5350.0,2178.735693653475,,10000.0
for_sale,3.0,2.4875072723686458,51.05,Bennington,Vermont,5201.0,2178.735693653475,,249000.0
for_sale,2.0,1.0,1.28,Bennington,Vermont,5201.0,906.0,2016-06-15,191000.0
for_sale,2.0,2.0,3.0,Readsboro,Vermont,5350.0,1500.0,,249000.0
for_sale,2.0,1.0,0.12,Bennington,Vermont,5201.0,784.0,2015-08-13,89000.0
for_sale,2.0,2.0,8.7,Readsboro,Vermont,5350.0,1252.0,2019-06-24,239000.0
for_sale,3.0,3.0,0.75,Whitingham,Vermont,5361.0,2600.0,,425000.0
for_sale,3.0,1.0,0.15,Bennington,Vermont,5201.0,1144.0,1987-05-23,169000.0
for_sale,3.0,1.0,0.24,Bennington,Vermont,5201.0,1152.0,2020-02-21,189900.0
for_sale,4.0,1.0,0.34,Bennington,Vermont,5201.0,1358.0,,199000.0
for_sale,1.0,1.0,7.04,Readsboro,Vermont,5350.0,640.0,2017-10-24,119000.0
for_sale,3.0,2.0,1.07,Searsburg,Vermont,5363.0,1900.0,,239000.0
for_sale,2.0,1.0,0.8,Searsburg,Vermont,5363.0,590.0,,169000.0
for_sale,3.0,2.4875072723686458,10.0,Stamford,Vermont,5352.0,2178.735693653475,,49900.0
for_sale,2.0,1.0,1.05,Woodford,Vermont,5201.0,840.0,,174000.0
for_sale,6.0,3.0,2.56,Vernon,Vermont,5354.0,3108.0,2010-10-26,515000.0
for_sale,3.0,1.0,32.156833929788604,Vernon,Vermont,5354.0,1218.0,,120000.0
for_sale,3.0,2.4875072723686458,3.4,Vernon,Vermont,5354.0,2178.735693653475,,57000.0
for_sale,4.0,3.0,1.73,Vernon,Vermont,5354.0,2964.0,,419000.0
for_sale,3.0,2.0,1.75,Stamford,Vermont,5352.0,2282.0,,259800.0
for_sale,5.0,5.0,48.0,Stamford,Vermont,5352.0,5767.0,2006-04-14,1075000.0
for_sale,4.0,4.0,0.82,Guilford,Vermont,5301.0,2600.0,,449000.0
for_sale,3.0,2.0,0.41,Bennington,Vermont,5201.0,1352.0,2004-09-02,159900.0
for_sale,4.0,2.0,2.23,Pownal,Vermont,5261.0,1964.0,,319900.0
for_sale,3.0,2.4875072723686458,7.48,Pownal,Vermont,5261.0,2178.735693653475,,95000.0
for_sale,3.0,2.4875072723686458,17.0,Bennington,Vermont,5201.0,2178.735693653475,,75000.0
for_sale,3.0,2.4875072723686458,2.61,Pownal,Vermont,5261.0,2178.735693653475,,49100.0
for_sale,3.0,2.4875072723686458,2.09,Bennington,Vermont,5201.0,2178.735693653475,2013-09-13,78500.0
for_sale,3.0,2.4875072723686458,6.5,Pownal,Vermont,5261.0,2178.735693653475,,49900.0
for_sale,3.0,2.4875072723686458,12.5,Pownal,Vermont,5261.0,2178.735693653475,,150000.0
for_sale,3.0,2.4875072723686458,0.74,Bennington,Vermont,5257.0,2178.735693653475,2019-12-19,28000.0
for_sale,3.0,1.0,8.4,Pownal,Vermont,5261.0,2010.0,,180000.0
for_sale,3.0,2.4875072723686458,110.6,Pownal,Vermont,5261.0,2178.735693653475,,700000.0
for_sale,3.0,4.0,0.42,Pownal,Vermont,5261.0,3000.0,,209000.0
